ID,diver,buddy,site_code,location_name,latitude,longitude,day,month,year,depth,code,scientific_name,max_diameter,max_height,percent_mortality,condition_code,percent_affected,distribution,rate_tissue_loss,coral_condition_notes,Count 
1519,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,SSID,Siderastrea siderea,18,6,70,TL,70,D,SA,,
1520,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,PAST,Porites astreoides,17,7,0,CLB,5,MF,,,
1521,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,SSID,Siderastrea siderea,8,2,50,TL,50,D,SA,,
1522,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,PAST,Porites astreoides,5,1,0,CLB,90,MF,,,
1523,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,PAST,Porites astreoides,8,1,0,CLB,40,F,,sponge,
1524,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,SSID,Siderastrea siderea,16,19,80,TL,80,D,SA,,
1525,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,PAST,Porites astreoides,15,10,0,CLB,5,MF,,,
1526,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,SSID,Siderastrea siderea,33,8,60,TL,60,D,SA,,
1527,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,OFAV,Orbicella faveolata,15,10,5,CLP,80,MF,,,
1528,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,SSID,Siderastrea siderea,22,18,70,TL,70,D,SA,,
1529,Sarah Gignoux-Wolfsohn,Caroline DeSouza,CBC3,CBC Lagoon Reef,16.80863,-88.0862,29,5,2025,18,SSID,Siderastrea siderea,18,10,60,TL,60,D,SA,,
1530,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,SSID,Siderastrea siderea,25,18,0,DC,100,W,,blue,
1531,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,SSID,Siderastrea siderea,15,3,0,DC,100,W,,blue,
1532,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,SSID,Siderastrea siderea,17,12,0,DC,100,W,,blue,
1533,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,OANN,Orbicella annularis,35,55,0,CLP,15,F,,snails,
1534,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,OFAV,Orbicella faveolata,35,25,5,"CLP,TL",10,MF,SA,blue,
1535,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,SSID,Siderastrea siderea,22,15,0,DC,80,D,,blue,
1536,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,SSID,Siderastrea siderea,11,3,0,DC,100,W,,blue,
1537,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,SSID,Siderastrea siderea,8,3,0,DC,100,W,,blue,
1538,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,SSID,Siderastrea siderea,30,8,0,DC,100,W,,,
1539,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,PAST,Porites astreoides,18,10,0,CLB,5,F,,,
1540,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,PAST,Porites astreoides,10,5,0,DC,100,W,,,
1541,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,PAST,Porites astreoides,60,40,0,DC,100,W,,,
1542,Sarah Gignoux-Wolfsohn,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,SSID,Siderastrea siderea,8,2,40,TL,40,MF,SA,,
1543,Sarah Gignoux-Wolfsohn,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,30,5,2025,25,OANN,Orbicella annularis,30,5,0,CLP,100,F,,,
1544,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,30,5,2025,15,OFAV,Orbicella faveolata,15,8,0,CLP,40,MF,,,
1545,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,30,5,2025,15,SSID,Siderastrea siderea,15,7,0,DC,50,D,,blue,
1546,Erin Shilling,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,30,5,2025,15,OANN,Orbicella annularis,38,20,0,CLP,40,D,,,
1547,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,OANN,Orbicella annularis,3,1,0,CLB,30,MF,,,
1548,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,MCAV,Montrastraea cavernosa,18,10,0,CLP,90,F,,,
1549,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,SSID,Siderastrea siderea,19,5,40,TL,40,D,SA,,
1550,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,SSID,Siderastrea siderea,45,32,70,TL,70,D,SA,,
1551,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,OANN,Orbicella annularis,12,18,40,TL,40,F,A,,
1552,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,SSID,Siderastrea siderea,38,22,95,TL,95,D,SA,,
1553,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,PSTR,Pseudodiploria strigosa,9,1,0,CLP,100,,,,
1554,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,SSID,Siderastrea siderea,35,36,80,TL,80,D,SA,,
1555,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,SSID,Siderastrea siderea,15,4,80,TL,80,D,SA,,
1556,SGW,FMA,CBC21,South Reef 30 North,16.77986667,-88.07665,31,5,2025,33,SSID,Siderastrea siderea,22,30,0,DC,10,MF,,Black spots,
1557,Erin Shilling,Felicia Aronson,cbc22,Bread and Butter Patch,16.771429,-88.163628,1,6,2025,33,ofav,Orbicella faveolata,35,55,0,clp,10,mf,,,
1558,Erin Shilling,Felicia Aronson,cbc22,Bread and Butter Patch,16.771429,-88.163628,1,6,2025,33,ofav,Orbicella faveolata,80,60,0,clp,15,mf,,,
1559,Erin Shilling,Felicia Aronson,cbc22,Bread and Butter Patch,16.771429,-88.163628,1,6,2025,33,ofav,Orbicella faveolata,100,80,0,clp,10,mf,,,
1560,Erin Shilling,Felicia Aronson,cbc22,Bread and Butter Patch,16.771429,-88.163628,1,6,2025,33,oann,Orbicella annularis,200,100,5,tl,,mf,sa,"disease, pic 44?",
1561,Erin Shilling ,Felicia Aronson,CBC25,Hangman ,16.8245,-88.15062,2,6,2025,15,SSID,Siderastrea siderea,20,20,0,TL,5,MF,A,no mucus on a pale spot,
1,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,juv,,,clb,100,,,,4
2,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,4,1,,clb,100,,,,3
3,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,10,5,,clb,100,,,,28
4,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,20,11,,clb,100,,,,37
5,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,20,11,,clb,100,,,,20
6,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ppor,Porites porities,40,15,15,clb,100,,,,
7,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aten,Agaricia tenuifolia,32,20,90,clp,100,,,,
8,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,22,10,0,clb,100,,,,
9,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,past,Porites astreoides,55,40,90,tl/clb,100,,,,
10,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,15,12,0,clp,50,,,,
11,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aten,Agaricia tenuifolia,40,32,95,tl/clb,100,,,,
12,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,15,20,5,tl,5,,,abraison ,
13,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,10,12,5,tl,5,,,abraison ,
14,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,22,18,0,clb,95,,,,
15,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,past,Porites astreoides,20,18,3,tl,3,,,abrasion? ,
16,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,past,Porites astreoides,15,15,5,tl,5,,,,
17,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,40,20,98,tl/dc,100,,,,
18,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,15,10,2,tl/dc,100,,,,
19,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,22,18,0,clb,100,,,,
20,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,18,15,60,tl/dc,100,,,,
21,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,past,Porites astreoides,35,22,95,tl/clb,100,,,live tissue dark black,
22,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,10,18,1,tl,1,,,abrasion ,
23,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,40,20,0,clb,80,,,,
24,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,past,Porites astreoides,45,25,80,tl/clb,100,,,,
25,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,sint,Stephanocoenia intersepta,20,15,0,clp,20,,,,
26,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,35,40,0,clb,95,,,,
27,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aaga,Agaricia agaricites,25,15,0,clb,100,,,,
28,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,sint,Stephanocoenia intersepta,25,25,0,clp,25,,,,
29,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ssid,Siderastrea siderea,22,22,0,clp,40,,,,
30,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,pstr,Pseudodiploria strigosa,18,12,2,clp,100,,,,
31,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aten,Agaricia tenuifolia,4,1,,clb,100,,,,5
32,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,aten,Agaricia tenuifolia,20,11,,clb,100,,,,6
33,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,past,Porites astreoides,20,11,,clb,100,,,,5
33,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC2,CBC Reef Central,16.8021,-88.0788,9,1,2024,10,ppor,Porites porities,10,5,,clb,100,,,,11
34,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,aten,Agaricia tenuifolia,20,22,98,tl/clb,100,,,,
35,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,past,Porites astreoides,22,18,90,tl/clb,90,,,,
36,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,sint,Stephanocoenia intersepta,18,18,0,clb,20,,,,
37,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,sint,Stephanocoenia intersepta,42,42,0,clb,10,,,,
38,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,aten,Agaricia tenuifolia,30,45,98,clb,100,,,,
39,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,ssid,Siderastrea siderea,66,40,15,tl/clp,90,,,,
40,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,ssid,Siderastrea siderea,35,15,20,dc,90,,,,
41,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,ssid,Siderastrea siderea,25,35,0,dc,40,,,,
42,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,past,Porites astreoides,20,18,100,tl,100,,,,
43,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,aten,Agaricia tenuifolia,40,25,100,tl,100,,,,
44,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,aten,Agaricia tenuifolia,10,5,,clb,100,,,,2
45,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,aaga,Agaricia agaricites,juv,,,clb,100,,,,2
46,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,aaga,Agaricia agaricites,10,5,,clb,100,,,,12
47,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,aaga,Agaricia agaricites,20,11,,clb,100,,,,14
48,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,past,Porites astreoides,10,5,,clb,100,,,,4
49,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,past,Porites astreoides,20,11,,clb,100,,,,5
50,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,ppor,Porites porities,10,5,,clb,100,,,,1
51,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,ppor,Porites porities,20,11,,clb,100,,,,1
52,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,10,pfur,Porites furcata,10,5,,clb,100,,,,1
53,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aaga,Agaricia agaricites,10,5,,clb,100,,,,27
54,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aaga,Agaricia agaricites,20,11,,clb,100,,,,28
55,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,10,5,,clb,100,,,,16
56,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,20,11,,clb,100,,,,18
57,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,past,Porites astreoides,juv,,,clb,100,,,,2
58,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,past,Porites astreoides,4,1,,clb,100,,,,1
59,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,past,Porites astreoides,10,5,,clb,100,,,,4
60,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,past,Porites astreoides,20,11,,clb,100,,,,1
61,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ppor,Porites porities,4,1,,clb,100,,,,2
62,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ppor,Porites porities,10,5,,clb,100,,,,21
63,Felicia Aronson,Sarah Gignoux-Wolfsohn,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ppor,Porites porities,20,11,,clb,100,,,,5
64,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ofav,Orbicella faveolata,93,92,0,clp,10,,,,
65,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ssid,Siderastrea siderea,25,15,0,clp/dc,5,,,,
66,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ssid,Siderastrea siderea,45,35,75,clb/dc,25,mf,,,
67,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,pstr,Pseudodiploria strigosa,35,18,5,tl/clb,5,,,lots of algae ,
68,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ssid,Siderastrea siderea,25,15,5,tl/dc,10,,,looked like abraison,
69,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,45,30,90,tl/clb,100,,,,2
71,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,60,30,90,tl/clb,100,,,,
72,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,40,40,95,tl/clb,100,,,,
73,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,75,40,95,tl/clb,100,,,,
74,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aaga,Agaricia agaricites,35,20,5,clb/dc,100,,,purple,
75,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,45,40,95,clb,100,,,,
76,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ofav,Orbicella faveolata,40,20,0,clp,20,,,just on top,
76,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,40,30,6,clp/lcb,80,,,,
76,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ofav,Orbicella faveolata,12,18,0,clp,60,,,,
77,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ssid,Siderastrea siderea,8,5,0,clp,90,,,surrounded by a bunch of other dead ssids ,
78,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,30,20,80,clb,80,,,"looks like died from bleaching, edges intact ",
79,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ssid,Siderastrea siderea,50,35,60,tl,60,,,,
79,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ssid,Siderastrea siderea,20,20,0,clp,100,,,,
80,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,25,30,90,clb,100,,,,
81,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,40,30,90,clb,100,,,,
82,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ssid,Siderastrea siderea,60,45,80,tl/clb,90,,,lots dead with algae,
83,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,60,60,90,clb,100,,,bleach + DC also? ,
84,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,aten,Agaricia tenuifolia,40,30,60,clb,100,,,,
85,Felicia Aronson,BLANK,CBC17,Curlew Patch Reef,16.78,-88.1012,9,1,2024,10,ofav,Orbicella faveolata,55,60,60,tl,60,,,"chunk dead, other part recovered ",
86,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,aaga,Agaricia agaricites,j,,,clb,100,,,,2
87,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,aaga,Agaricia agaricites,4,1,,clb,100,,,,1
88,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,aaga,Agaricia agaricites,10,5,,clb,100,,,,15
89,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,aaga,Agaricia agaricites,20,11,,clb,100,,,,15
90,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,aten,Agaricia tenuifolia,10,5,,clb,100,,,,3
91,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,aten,Agaricia tenuifolia,20,11,,clb,100,,,,11
92,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,past,Porites astreoides,j,,,clb,100,,,,2
93,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,past,Porites astreoides,4,1,,clb,100,,,,2
94,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,past,Porites astreoides,10,5,,clb,100,,,,6
95,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,past,Porites astreoides,20,11,,clb,100,,,,4
96,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,ppor,Porites porities,j,,,clb,100,,,,1
96,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,ppor,Porites porities,4,1,,clb,100,,,,4
97,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,ppor,Porites porities,10,5,,clb,100,,,,8
98,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,ppor,Porites porities,20,11,,clb,100,,,,1
99,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,pfur,Porites furcata,4,1,,clb,100,,,,5
100,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,pfur,Porites porities,10,5,,clb,100,,,,10
101,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,ssid,Porites furcata,12,12,0,clp,80,,,,
102,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,oann,Orbicella annularis,35,32,0,clp/clb,"5,20",,,,
103,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,acer,Acropora cervicornis,20,20,30,tl,20,,,,
104,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,past,Porites astreoides,25,22,90,tl,90,,,10 small living ...(cant make out last word on datasheet),
105,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,acer,Acropora cervicornis,22,20,80,tl,80,,,recent mort,
107,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,acer,Acropora cervicornis,15,12,90,tl,90,,,,
108,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,past,Porites astreoides,22,15,60,tl/clp,60,,,,
109,Felicia Aronson,BLANK,cbc14,Tobacco Reef,16.86828,-88.0662,11,1,2024,BLANK,acer,Acropora cervicornis,4,12,30,TL,30,,,,
