ID,diver,buddy,site_code,location_name,latitude,longitude,day,month,year,depth,code,scientific_name,max_diameter,max_height,percent_mortality,condition_code,percent_affected,distribution,rate_tissue_loss,coral_condition_notes,Count 
,SGW,BKS,CBC22,Bread and Butter Patch,16.771429,-88.163628,8,1,2024,1,OANN,Orbicella annularis,150,80,30,CLP,10,MF,,1044,
,SGW,BKS,CBC22,Bread and Butter Patch,16.771429,-88.163628,8,1,2024,1,OFRA,Orbicella franksi,60,75,50,CLP,20,MF,,1045,
,SGW,BKS,CBC22,Bread and Butter Patch,16.771429,-88.163628,8,1,2024,1,SSID,Siderastrea siderea,100,35,20,TL,S,D,,1046,
,SGW,BKS,CBC22,Bread and Butter Patch,16.771429,-88.163628,8,1,2024,1,PSTR,Pseudodiploria strigosa,70,50,5,CLP,90,F,,1047,
,SGW,BKS,CBC22,Bread and Butter Patch,16.771429,-88.163628,8,1,2024,1,PAST,Porites astreoides,10,5,,CLB,100,D,,,1
,SGW,BKS,CBC22,Bread and Butter Patch,16.771429,-88.163628,8,1,2024,1,PAST,Porites astreoides,20,11,,CLB,100,D,,,1
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,AAGA,Agaricia agaricites,10,5,,CLB,100,D,,,10
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,AAGA,Agaricia agaricites,20,11,,CLB,100,D,,,6
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,PAST,Porites astreoides,juv,,,CLB,100,D,,,1
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,PAST,Porites astreoides,10,5,,CLB,100,D,,,3
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,PAST,Porites astreoides,20,11,,CLB,100,D,,,2
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,PPOR,Porites porities,4,1,,CLB,100,D,,,7
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,PPOR,Porites porities,10,5,,CLB,100,D,,,10
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,SSID,Siderastrea siderea,38,25,90,TL,90,D,SA,1080,
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,SSID,Siderastrea siderea,18,8,85,TL,85,D,SA,1082,
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,SSID,Siderastrea siderea,41,10,10,CLP,50,MF,SA,1083,
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,SSID,Siderastrea siderea,35,8,70,TL,70,MF,SA,1084,
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,SSID,Siderastrea siderea,11,3,80,TL,80,MF,SA,1085,
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,SSID,Siderastrea siderea,23,10,95,TL,95,MF,SA,1086,
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,SSID,Siderastrea siderea,11,3,40,CLP,40,MF,,1087,
,SGW,BKS,CBC2,CBC Reef Central,16.8021,-88.0788,8,1,2024,1,SSID,Siderastrea siderea,8,3,20,CLP,20,MF,,1087,
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,SINT,Stephanocoenia intersepta,20,8,0,CLB,50,D,,1090,
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,SSID,Siderastrea siderea,65,38,95,TL,95,D,SA,1096,
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,SSID,Siderastrea siderea,24,10,95,TL,95,D,SA,1097,
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,SSID,Siderastrea siderea,19,5,90,TL,90,D,SA,1098,
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,SSID,Siderastrea siderea,17,5,90,TL,90,D,SA,1099,
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,SSID,Siderastrea siderea,19,8,30,CLP,30,F,SA,1110,
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,SSID,Siderastrea siderea,18,4,90,TL,90,D,SA,1111,
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,SSID,Siderastrea siderea,54,25,40,TL,40,D,SA,1113,
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,SSID,Siderastrea siderea,18,23,90,TL,90,D,SA,1114,
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,SSID,Siderastrea siderea,19,3,80,TL,80,D,SA,1115,
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,SSID,Siderastrea siderea,10,2,95,TL,95,D,SA,1116,
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,AAGA,Agaricia agaricites,4,1,,clb,100,D,,,2
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,AAGA,Agaricia agaricites,10,5,,clb,100,D,,,3
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,AAGA,Agaricia agaricites,20,11,,clb,100,D,,,10
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,AAGA,Agaricia agaricites,40,21,,clb,100,D,,,1
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,PAST,Porites astreoides,10,5,,clb,100,D,,,2
,SGW,BKS,CBC20,CBC Lagoon Reef,16.80406667,-88.07896667,8,1,2024,1,PAST,Porites astreoides,20,11,,clb,100,D,,,1
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,AAGA,Agaricia agaricites,j,,,clb,100,D,,,1
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,AAGA,Agaricia agaricites,10,5,,clb,100,D,,,8
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,AAGA,Agaricia agaricites,20,11,,clb,100,D,,,5
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,PAST,Porites Porites ,20,11,,clb,100,D,,,2
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,PAST,Porites Porites ,40,21,,clb,100,D,,,1
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,PSTR,Pseudodiploria strigosa,4,1,,clb,100,D,,,3
,SGW,BKS,CBC20,CBC 30 North,16.80406667,-88.07896667,9,1,2024,1,PSTR,Pseudodiploria strigosa,10,5,,clb,100,D,,,2
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,aaga,Agaricia agaricites,juv,,,clb,100,,,,1
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,aaga,Agaricia agaricites,4,1,,clb,100,,,,1
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,aaga,Agaricia agaricites,10,5,,clb,100,,,,9
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,aaga,Agaricia agaricites,20,11,,clb,100,,,,2
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,aten,Agaricia tenuifolia,4,1,,clb,100,,,,6
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,aten,Agaricia tenuifolia,10,5,,clb,100,,,,4
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,aten,Agaricia tenuifolia,20,11,,clb,100,,,,4
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,past,Porites astreoides,10,5,,clb,100,,,,2
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,past,Porites astreoides,20,11,,clb,100,,,,1
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,ppor,Porites porites,4,1,,clb,100,,,,13
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,mcav,Montrastraea cavernosa,15,35,5,clp,a,f,,,
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,mcav,Montrastraea cavernosa,8,20,75,tl,b,,,,
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,mcav,Montrastraea cavernosa,15,15,1,clp,c,,,,
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,ssid,Siderastrea siderea,40,25,95,tl/clp,"d,b",,,,
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,ssid,Siderastrea siderea,25,15,95,tl,d,,,,
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,ppor,Porites porites,35,15,40,tl/clb/clp,"a,b,c",,,,
,Lucia Rodriguez Bravo,BLANK,CBC26,South Reef 15 South,16.8009,-88.079817,14,1,2024,5,ssid,Siderastrea siderea,20,10,40,tl,b,,,,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,ssid,Siderastrea siderea,12,15,3,CLB,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,15,15,70,CLB,D,W,SA,mortality likely from bleaching,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,7,8,50,CLB,C,MF,NA,mortality likely from bleaching,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,ssid,Siderastrea siderea,10,5,50,CLB,D,W,NA,"Blue, Tissue loss likely from bleaching",
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,10,15,0,CLB,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aten,Agaricia tenuifolia,70,40,30,TL,A,MF,NA,"TL kind of old, likely from bleaching",
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,7,4,25,CLP/TL,B,F,SA,"TL kind of old, likely from bleaching",
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,past,Porites astreoides,15,10,60,CLB,A,MF,NA,Maybre fish bites,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aten,Agaricia tenuifolia,50,30,90,CLP,D,MF,NA,"TL kind of old, likely from bleaching",
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aten,Agaricia tenuifolia,35,20,50,CLP,B,MF,NA,mortality likely from bleaching,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,ofav,Orbicella faveolata,55,65,5,TL,NA,MF,SA,"Looks like disease, 3 lesions",
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,oann,Orbicella annularis,55,60,0,CLP,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,25,30,0,CLB,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,35,20,10,CLB,C,MF,NA,mortality likely from bleaching,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,15,10,30,CLB,D,W,NA,mortality likely from bleaching,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,15,20,0,CLB,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,15,10,60,CLB,C,D,SA,"TL kind of old, likely from bleaching",
,Erin Shilling,Carolina Cesar Avila,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,15,25,70,CLB/TL,B,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,oann,Orbicella annularis,40,10,5,CLP,C,D,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,past,Porites astreoides,27,2,5,CLP/GA,"A,A","MF,F",NA,GA from sponge & algae,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,past,Porites astreoides,22,2,0,CLP,A,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,past,Porites astreoides,20,1,0,GA,A,MF,NA,GA from calcarous tube worms,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,ssid,Siderastrea siderea,29,20,5,CLB,B,MF,NA,Blue,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,ssid,Siderastrea siderea,30,10,0,CLB/TL,B,MF,D,"Looks like may be diseased, hard to tell",
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,ssid,Siderastrea siderea,20,2,0,CLB,A,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,20,2,0,CLB,A,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,aaga,Agaricia agaricites,12,1,5,CLB/GA,"C,A","D,F",NA,GA from algae,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,ssid,Siderastrea siderea,5,1,10,CLP,D,W,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC21,South Reef 30 North,16.77986667,-88.07665,22,2,2024,11,ssid,Siderastrea siderea,20,5,0,CLP,B,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,oann,Orbicella annularis,19,30,10,CLB,A,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,past,Porites astreoides,30,1,30,CLB/TL,"C,C","D,D",SA,,
,Carolina Cesar Avila,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,ssid,Siderastrea siderea,18,8,95,CLB,D,W,NA,tl? Pic,
,Carolina Cesar Avila,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,sint,Stephanocoenia intersepta,16,4,10,CLB,D,D,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,aaga,Agaricia agaricites,15,9,0,CLB,C,D,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,ssid,Siderastrea siderea,18,3,5,CLB,D,W,NA,weird,
,Carolina Cesar Avila,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,past,Porites astreoides,20,5,0,GA,A,W,NA,GA from bivalves,
,Carolina Cesar Avila,Erin Shilling,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,past,Porites astreoides,13,5,5,GA,A,MF,NA,GA from bivalves & algae,
,Erin Shilling,Carolina Cesar Avila,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,aaga,Agaricia agaricites,15,20,0,CLB,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,aaga,Agaricia agaricites,25,15,20,CLB/TL,B,MF,SA,TL from bleaching probably,
,Erin Shilling,Carolina Cesar Avila,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,ssid,Siderastrea siderea,15,7,20,DC,D,W,NA,Blue and black spots,
,Erin Shilling,Carolina Cesar Avila,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,past,Porites astreoides,5,8,15,TL,NA,F,A,,
,Erin Shilling,Carolina Cesar Avila,CBC20,CBC 30 North,16.80406667,-88.07896667,23,2,2024,10,dsto,Dichocoenia stokesii,6,8,0,CLP,A,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,ssid,Siderastrea siderea,12,3,30,CLP,B,F,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,aten,Agaricia tenuifolia,15,2,0,CLP,B,F,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,past,Porites astreoides,11,1,0,GA,A,MF,NA,GA from bivalves,
,Carolina Cesar Avila,Erin Shilling,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,past,Porites astreoides,7,3,0,CLB,A,F,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,ssid,Siderastrea siderea,10,2,0,CLP,D,W,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,aaga,Agaricia agaricites,37,10,0,CLB,D,D,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,aaga,Agaricia agaricites,7,1,0,CLB,D,W,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,sint,Stephanocoenia intersepta,25,15,10,CLP,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,ssid,Siderastrea siderea,20,5,20,CLB,B,NA,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,past,Porites astreoides,18,15,60,TL?,NA,MF,NA,Mortality from predation,
,Erin Shilling,Carolina Cesar Avila,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,oann,Orbicella annularis,25,30,0,CLP,C,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,aaga,Agaricia agaricites,10,8,30,CLB,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,aaga,Agaricia agaricites,15,10,10,CLB,A,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC3,CBC Lagoon Reef,16.80863,-88.0862,24,2,2024,7,aaga,Agaricia agaricites,10,5,30,CLB,B,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,ssid,Siderastrea siderea,58,15,20,DC,C,MF,NA,Purple?,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,ppor,Porites porites,15,5,0,CLB,A,F,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,ssid,Siderastrea siderea,9,2,0,CLB,B,F,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,aten,Agaricia tenuifolia,5,5,0,CLB,C,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,aten,Agaricia tenuifolia,15,5,10,CLB,B,MF,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,oann,Orbicella annularis,65,50,10,TL,A,F,SA,,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,ssid,Siderastrea siderea,35,28,15,DC/TL?,"A,B",MF,A,Red spots,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,ssid,Siderastrea siderea,10,1,0,CLB,A,F,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,oann,Orbicella annularis,11,17,0,CLB,B,F,NA,,
,Carolina Cesar Avila,Erin Shilling,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,aaga,Agaricia agaricites,11,1,0,CLB,B,MF,NA,,
,Erin Shilling,Carolina Cesar Avila,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,aaga,Agaricia agaricites,7,10,80,TL/CLB,B,D,SA,,
,Erin Shilling,Carolina Cesar Avila,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,ssid,Siderastrea siderea,30,20,15,DC,A,MF,NA,Looks terrible,
,Erin Shilling,Carolina Cesar Avila,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,ssid,Siderastrea siderea,25,30,40,CLB,B,MF,NA,Old mortality,
,Erin Shilling,Carolina Cesar Avila,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,aten,Agaricia tenuifolia,30,40,60,CLB,A,MF,NA,Old mortality,
,Erin Shilling,Carolina Cesar Avila,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,acer,Acropora cervicornis,70,50,80,TL,NA,MF,A,,
,Erin Shilling,Carolina Cesar Avila,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,aten,Agaricia tenuifolia,60,40,90,CLB,B,MF,NA,,2
,Erin Shilling,Carolina Cesar Avila,CBC17,Curlew Patch Reef,16.78,-88.1012,24,2,2024,6,aten,Agaricia tenuifolia,50,40,90,CLB,A,F,NA,,
,Brooke Sienkiewicz,Leah Harper,CBC20,CBC 30 North,16.80406667,-88.07896667,25,4,2024,9,ssid,Siderastrea siderea,5,8,75,clp,100,w,,"old mortality, jpeg 8",
,Brooke Sienkiewicz,Leah Harper,CBC20,CBC 30 North,16.80406667,-88.07896667,25,4,2024,9,ssid,Siderastrea siderea,8,5,10,clp,20,w,,"old mortality, jpeg 10",
,Brooke Sienkiewicz,Leah Harper,CBC20,CBC 30 North,16.80406667,-88.07896667,25,4,2024,9,ofav,Orbicella faveolata,17,6,0,clp,30,f,,jpeg 15 & 16,
,Brooke Sienkiewicz,Leah Harper,CBC20,CBC 30 North,16.80406667,-88.07896667,25,4,2024,9,ofav,Orbicella faveolata,8,5,0,clp,10,f,,jpeg 17,
,Brooke Sienkiewicz,Leah Harper,CBC20,CBC 30 North,16.80406667,-88.07896667,25,4,2024,9,ofav,Orbicella faveolata,7,2,0,clp,5,f,,jpeg 16 (coral on right),
,Brooke Sienkiewicz,Leah Harper,CBC20,CBC 30 North,16.80406667,-88.07896667,25,4,2024,9,ssid,Siderastrea siderea,15,3,95,clp,100,w,,"old mortality, jpeg 27",
,Brooke Sienkiewicz,Leah Harper,CBC3,CBC Lagoon Reef,16.80863,-88.0862,25,4,2024,18,ppor,Porites porities,20,15,40,clp,70,mf,,"old mortality, jpeg 59",
,Brooke Sienkiewicz,Leah Harper,CBC3,CBC Lagoon Reef,16.80863,-88.0862,25,4,2024,18,ppor,Porites porities,3,5,0,clp,30,f,,"old mortality, jpeg 58",
,Brooke Sienkiewicz,Leah Harper,CBC3,CBC Lagoon Reef,16.80863,-88.0862,25,4,2024,18,ppor,Porites porities,8,3,90,clb,90,mf,,"old mortality, jpeg 62",
,Brooke Sienkiewicz,Felicia Aronson,CBC17,Curlew Patch Reef,16.78,-88.1012,26,4,2024,BLANK,aaga,Agaricia agaricites,10,5,20,tl,20,f,a,jpeg 27,
,Brooke Sienkiewicz,Felicia Aronson,CBC17,Curlew Patch Reef,16.78,-88.1012,26,4,2024,BLANK,ssid,Siderastrea siderea,39,25,25,"tl, dc",75,d,sa,jpeg 29,
,Brooke Sienkiewicz,Felicia Aronson,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,BLANK,ofav,Orbicella faveolata,25,35,10,"clp, clb",50,d,,"old mortality, jpeg 2",
,Brooke Sienkiewicz,Felicia Aronson,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,BLANK,ofav,Orbicella faveolata,4,2,1,"tl, clb",75,f,a,jpeg 8,
,Brooke Sienkiewicz,Felicia Aronson,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,BLANK,ssid,Siderastrea siderea,30,20,10,"tl, dc",40,mf,sa,jpeg 10,
,Brooke Sienkiewicz,Felicia Aronson,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,BLANK,ssid,Siderastrea siderea,28,18,0,dc,30,f,,jpeg 12,
,Brooke Sienkiewicz,Felicia Aronson,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,BLANK,ssid,Siderastrea siderea,15,12,0,dc,30,mf,,jpeg 13,
,Brooke Sienkiewicz,Felicia Aronson,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,BLANK,aaga,Agaricia agaricites,5,7,0,clb,10,f,,jpeg 14,
,Brooke Sienkiewicz,Felicia Aronson,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,BLANK,ssid,Siderastrea siderea,18,10,0,"clp, dc",50,d,,jpeg 15,
,Felicia Aronson,Brooke Sienkiewicz,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,11,AAGA,Agaricia agaricites,12,8,20,TL,20,F,SA,"old mort, Photo #P4260104",
,Felicia Aronson,Brooke Sienkiewicz,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,11,SSID,Siderastrea siderea,22,25,90,"TL,DC",100,w,A,Photo # P4260112,
,Felicia Aronson,Brooke Sienkiewicz,CBC21,South Reef 30 North,16.77986667,-88.07665,26,4,2024,11,PPOR,Porites porities,20,40,95,"TL,CLP",100,w,SA,"old mort, Photo #P4260113",
