"","ID","diver","buddy","meters_surveyed","site_code","location_name","latitude","longitude","day","month","year","depth","code","scientific_name","total","juveniles_1_to_4_cm","isolate_1_to_4_cm","X5_to_10_cm","X11_to_20_cm","X21_to_40_cm","X41_to_80_cm","over_80_cm","X0_recent_total_mortality","predation_bites","X","total_small","total_lg","adult","date","event","time_point","survey"
"1070",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","aaga","Agaricia agaricites",49,10,0,25,14,0,0,0,"",NA,"",39,0,39,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1071",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","aten","Agaricia tenuifolia",76,20,0,7,22,6,14,7,"",NA,"",35,21,56,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1072",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","aten","Agaricia tenuifolia",31,0,0,3,11,13,4,0,"",NA,"",27,4,31,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1073",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","dlab","Diploria labyrinthiformis",2,0,0,0,1,1,0,0,"",NA,"",2,0,2,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1074",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","dsto","Dichocoenia stokesii",3,1,1,1,0,0,0,0,"",NA,"",2,0,2,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1075",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","pstr","Pseudodiploria strigosa",5,0,0,0,2,3,0,0,"",NA,"",5,0,5,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1076",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","efas","Eusmilia fastigiata",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1077",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","efas","Eusmilia fastigiata",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1078",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","hcuc","Helioseris cucullata",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1079",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","mcav","Montastraea cavernosa",7,0,0,2,4,1,0,0,"",NA,"",7,0,7,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1080",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","mcav","Montastraea cavernosa",5,0,0,1,3,1,0,0,"",NA,"",5,0,5,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1081",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","mdec","Madracis decactis",3,0,0,3,0,0,0,0,"",NA,"",3,0,3,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1082",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","mmea","Meandrina meandrites",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1083",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","orbi","Orbicella spp.",14,0,1,12,0,1,0,0,"",NA,"",14,0,14,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1084",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","orbi","Orbicella spp.",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1085",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","orbi","Orbicella spp.",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1086",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","orbi","Orbicella spp.",1,0,0,0,0,0,1,0,"",NA,"",0,1,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1087",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","past","Porites astreoides",16,4,1,7,4,0,0,0,"",NA,"",12,0,12,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1088",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","past","Porites astreoides",55,10,0,17,27,1,0,0,"",NA,"",45,0,45,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1089",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","ppor","Porites porites",17,3,3,4,3,4,0,0,"",NA,"",14,0,14,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1090",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","ppor","Porites porites",9,2,0,4,3,0,0,0,"",NA,"",7,0,7,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1091",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","sint","Stephanocoenia intersepta",3,0,0,2,1,0,0,0,"",NA,"",3,0,3,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1092",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","sint","Stephanocoenia intersepta",2,1,0,0,0,1,0,0,"",NA,"",1,0,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1093",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","srad","Siderastrea radians",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1094",NA,"Scott Jones","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","ssid","Siderastrea siderea",15,6,2,0,6,1,0,0,"",NA,"",9,0,9,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1095",NA,"Leah Harper","",NA,"","CBC Lagoon",NA,NA,14,10,"2019","","ssid","Siderastrea siderea",33,5,0,13,10,5,0,0,"",NA,"",28,0,28,2019-10-14,"CBC Lagoon_October19","October19","January20"
"1096",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","aaga","Agaricia agaricites",81,23,0,45,12,1,0,0,"",NA,"",58,0,58,2019-10-13,"Curlew Patch_October19","October19","January20"
"1097",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","aaga","Agaricia agaricites",104,32,4,40,27,1,0,0,"",NA,"",72,0,72,2019-10-13,"Curlew Patch_October19","October19","January20"
"1098",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","acer","Acropora cervicornis",2,0,0,1,1,0,0,0,"",NA,"",2,0,2,2019-10-13,"Curlew Patch_October19","October19","January20"
"1099",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","agar","Agaricia spp.",6,5,0,1,0,0,0,0,"",NA,"",1,0,1,2019-10-13,"Curlew Patch_October19","October19","January20"
"1100",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","aten","Agaricia tenuifolia",44,4,4,12,12,5,7,0,"",NA,"",33,7,40,2019-10-13,"Curlew Patch_October19","October19","January20"
"1101",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","aten","Agaricia tenuifolia",56,6,2,10,15,9,12,2,"",NA,"",36,14,50,2019-10-13,"Curlew Patch_October19","October19","January20"
"1102",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","dsto","Dichocoenia stokesii",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2019-10-13,"Curlew Patch_October19","October19","January20"
"1103",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","pstr","Pseudodiploria strigosa",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2019-10-13,"Curlew Patch_October19","October19","January20"
"1104",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","hcuc","Helioseris cucullata",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2019-10-13,"Curlew Patch_October19","October19","January20"
"1105",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","hcuc","Helioseris cucullata",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2019-10-13,"Curlew Patch_October19","October19","January20"
"1106",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","mali","Mycetophyllia aliciae",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2019-10-13,"Curlew Patch_October19","October19","January20"
"1107",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","mcav","Montastraea cavernosa",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2019-10-13,"Curlew Patch_October19","October19","January20"
"1108",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","mcav","Montastraea cavernosa",8,0,0,0,4,4,0,0,"",NA,"",8,0,8,2019-10-13,"Curlew Patch_October19","October19","January20"
"1109",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","orbi","Orbicella spp.",4,0,0,0,2,2,0,0,"",NA,"",4,0,4,2019-10-13,"Curlew Patch_October19","October19","January20"
"1110",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","orbi","Orbicella spp.",3,0,0,0,2,0,1,0,"",NA,"",2,1,3,2019-10-13,"Curlew Patch_October19","October19","January20"
"1111",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","orbi","Orbicella spp.",1,0,0,0,0,0,1,0,"",NA,"",0,1,1,2019-10-13,"Curlew Patch_October19","October19","January20"
"1112",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","past","Porites astreoides",16,5,0,6,5,0,0,0,"",NA,"",11,0,11,2019-10-13,"Curlew Patch_October19","October19","January20"
"1113",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","past","Porites astreoides",43,7,1,20,15,0,0,0,"",NA,"",36,0,36,2019-10-13,"Curlew Patch_October19","October19","January20"
"1114",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","ppor","Porites porites",43,1,15,18,9,0,0,0,"",NA,"",42,0,42,2019-10-13,"Curlew Patch_October19","October19","January20"
"1115",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","ppor","Porites porites",22,4,1,9,7,1,0,0,"",NA,"",18,0,18,2019-10-13,"Curlew Patch_October19","October19","January20"
"1116",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","sint","Stephanocoenia intersepta",5,1,0,0,4,0,0,0,"",NA,"",4,0,4,2019-10-13,"Curlew Patch_October19","October19","January20"
"1117",NA,"Scott Jones","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","ssid","Siderastrea siderea",23,0,0,11,5,7,0,0,"",NA,"",23,0,23,2019-10-13,"Curlew Patch_October19","October19","January20"
"1118",NA,"Leah Harper","",NA,"","Curlew Patch",NA,NA,13,10,"2019","","ssid","Siderastrea siderea",16,0,0,2,3,9,2,0,"",NA,"",14,2,16,2019-10-13,"Curlew Patch_October19","October19","January20"
"1119",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","aaga","Agaricia agaricites",72,7,3,30,29,3,0,0,"",NA,"",65,0,65,2019-10-11,"South Reef Central_October19","October19","January20"
"1120",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","aaga","Agaricia agaricites",53,11,0,30,11,1,0,0,"",NA,"",42,0,42,2019-10-11,"South Reef Central_October19","October19","January20"
"1121",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","aten","Agaricia tenuifolia",9,0,0,1,0,4,4,0,"",NA,"",5,4,9,2019-10-11,"South Reef Central_October19","October19","January20"
"1122",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","aten","Agaricia tenuifolia",8,1,0,2,1,2,2,0,"",NA,"",5,2,7,2019-10-11,"South Reef Central_October19","October19","January20"
"1123",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","dsto","Dichocoenia stokesii",2,0,0,1,1,0,0,0,"",NA,"",2,0,2,2019-10-11,"South Reef Central_October19","October19","January20"
"1124",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","dsto","Dichocoenia stokesii",3,1,0,1,1,0,0,0,"",NA,"",2,0,2,2019-10-11,"South Reef Central_October19","October19","January20"
"1125",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","pstr","Pseudodiploria strigosa",3,0,0,0,2,1,0,0,"",NA,"",3,0,3,2019-10-11,"South Reef Central_October19","October19","January20"
"1126",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","pstr","Pseudodiploria strigosa",3,0,0,1,1,1,0,0,"",NA,"",3,0,3,2019-10-11,"South Reef Central_October19","October19","January20"
"1127",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","hcuc","Helioseris cucullata",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2019-10-11,"South Reef Central_October19","October19","January20"
"1128",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","hcuc","Helioseris cucullata",2,0,0,2,0,0,0,0,"",NA,"",2,0,2,2019-10-11,"South Reef Central_October19","October19","January20"
"1129",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","mcav","Montastraea cavernosa",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2019-10-11,"South Reef Central_October19","October19","January20"
"1130",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","mcav","Montastraea cavernosa",7,0,0,1,5,1,0,0,"",NA,"",7,0,7,2019-10-11,"South Reef Central_October19","October19","January20"
"1131",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","mdec","Madracis decactis",3,1,0,0,1,1,0,0,"",NA,"",2,0,2,2019-10-11,"South Reef Central_October19","October19","January20"
"1132",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","mdec","Madracis decactis",3,0,2,1,0,0,0,0,"",NA,"",3,0,3,2019-10-11,"South Reef Central_October19","October19","January20"
"1133",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","mmea","Meandrina meandrites",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2019-10-11,"South Reef Central_October19","October19","January20"
"1134",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","mmea","Meandrina meandrites",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2019-10-11,"South Reef Central_October19","October19","January20"
"1135",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","orbi","Orbicella spp.",10,0,1,2,7,0,0,0,"",NA,"",10,0,10,2019-10-11,"South Reef Central_October19","October19","January20"
"1136",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","orbi","Orbicella spp.",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2019-10-11,"South Reef Central_October19","October19","January20"
"1137",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","orbi","Orbicella spp.",1,1,0,0,0,0,0,0,"",NA,"",0,0,0,2019-10-11,"South Reef Central_October19","October19","January20"
"1138",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","past","Porites astreoides",37,6,1,17,11,2,0,0,"",NA,"",31,0,31,2019-10-11,"South Reef Central_October19","October19","January20"
"1139",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","past","Porites astreoides",40,5,0,18,16,1,0,0,"",NA,"",35,0,35,2019-10-11,"South Reef Central_October19","October19","January20"
"1140",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","ppor","Porites porites",12,2,2,1,5,2,0,0,"",NA,"",10,0,10,2019-10-11,"South Reef Central_October19","October19","January20"
"1141",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","ppor","Porites porites",13,1,7,3,1,1,0,0,"",NA,"",12,0,12,2019-10-11,"South Reef Central_October19","October19","January20"
"1142",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","sint","Stephanocoenia intersepta",2,0,0,0,1,1,0,0,"",NA,"",2,0,2,2019-10-11,"South Reef Central_October19","October19","January20"
"1143",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","sint","Stephanocoenia intersepta",2,0,0,1,0,1,0,0,"",NA,"",2,0,2,2019-10-11,"South Reef Central_October19","October19","January20"
"1144",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","srad","Siderastrea radians",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2019-10-11,"South Reef Central_October19","October19","January20"
"1145",NA,"Leah Harper","",NA,"","South Reef Central",NA,NA,11,10,"2019","","ssid","Siderastrea siderea",24,6,9,4,5,0,0,0,"",NA,"",18,0,18,2019-10-11,"South Reef Central_October19","October19","January20"
"1146",NA,"Scott Jones","",NA,"","South Reef Central",NA,NA,11,10,"2019","","ssid","Siderastrea siderea",29,6,0,13,8,2,0,0,"",NA,"",23,0,23,2019-10-11,"South Reef Central_October19","October19","January20"
