ID,diver,buddy,site_code,location_name,latitude,longitude,day,month,year,depth,code,scientific_name,Total,juveniles_1_to_4_cm,isolate_1_to_4_cm,5_to_10_cm,11_to_20_cm,21_to_40_cm,41_to_80_cm,over_80_cm,0_recent_total_mortality,predation_bites,
140,Brooke Sienkiewicz,Erin Shilling,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,aten,Agaricia tenuifolia,12,,7,5,,,,,,,
141,Brooke Sienkiewicz,Erin Shilling,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,mcav,Montrastraea cavernosa,1,,,1,,,,,,,
142,Brooke Sienkiewicz,Erin Shilling,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,past,Porites astreoides,48,13,5,20,10,,,,,,
143,Brooke Sienkiewicz,Erin Shilling,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,ppor,Porites porities,11,3,3,3,2,,,,,,
144,Brooke Sienkiewicz,Erin Shilling,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,pstr,Pseudodiploria strigosa,2,,,1,1,,,,,,
145,Brooke Sienkiewicz,Erin Shilling,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,ssid,Siderastrea siderea,28,2,17,6,2,1,,,,,
146,Brooke Sienkiewicz,Erin Shilling,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,srad,Siderastrea radians,1,1,,,,,,,,,
147,Brooke Sienkiewicz,Erin Shilling,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,sint,Stephanocoenia intersepta,5,2,1,2,,,,,,,
148,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,aaga,Agaricia agaricites,7,2,,5,,,,,,,
149,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,aten,Agaricia tenuifolia,9,1,,3,5,,,,,,
150,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,cnat,Colpophyllia natans,1,1,,,,,,,,,
151,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,efas,Eusmilia fastigiata,1,1,,,,,,,,,
152,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,hcuc,Helioseris cucullata,2,,,2,,,,,,,
153,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,mcav,Montrastraea cavernosa,3,,,1,,2,,,,,
154,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,ofav,Orbicella faveolata,3,1,,1,,,1,,,,
155,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,oann,Orbicella annularis,3,,,,3,,,,,,
156,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,past,Porites astreoides,56,13,2,25,15,1,,,,,
157,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,ppor,Porites porities,9,1,3,3,2,,,,,,
158,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,pstr,Pseudodiploria strigosa,2,,,,,2,,,,,
159,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,ssid,Siderastrea siderea,24,2,11,5,5,1,,,,,
160,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,sint,Stephanocoenia intersepta,2,,,1,1,,,,,,
161,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,pfur,Porites furcata,1,,,1,,,,,,,
162,Erin Shilling,Brooke Sienkiewicz,cbc3,CBC Lagoon Reef,16.80863,-88.0862,24,8,2024,5,mdec,Madracis decactis,1,,,1,,,,,,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,5,aaga,Agaricia agaricites,134,17,2,59,17,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,,ATEN,Agaricia tenuifolia,100,2,0,9,21,27,10,4,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,EFAS,Eusmilia fastigiata,1,1,0,0,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,MCAV,Montrastraea cavernosa,4,0,0,2,1,0,1,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,OFAV,Orbicella faveolata,1,0,0,0,0,0,1,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,OANN,Orbicella annularis,5,0,0,2,1,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,PAST,Porites astreoides,87,18,0,46,19,3,0,0,1,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,PPOR,Porites porities,2,0,0,1,1,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,PSTR,Pseudodiploria strigosa,5,0,1,2,0,2,1,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,SSID,Siderastrea siderea,45,2,27,8,6,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,SINT,Stephanocoenia intersepta,6,1,0,5,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,PFUR,Porites furcata,30,7,10,6,5,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,PDIV,Porites divaricata,2,0,0,2,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,AAGA,Agaricia agaricites,128,37,0,69,23,0,0,0,1,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,ATEN,Agaricia tenuifolia,77,1,2,7,22,23,17,5,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,ACER,Acropora cervicornis,5,0,3,0,0,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,CNAT,Colpophyllia natans,1,1,0,0,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,DSTO,Dichocoenia stokesii,2,0,0,2,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,EFAS,Eusmilia fastigiata,1,1,0,0,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,MDEC,Madracis decactis,2,0,0,2,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,MCAV,Montrastraea cavernosa,11,0,0,2,7,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,OFAV,Orbicella faveolata,9,0,0,1,1,3,3,1,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,OANN,Orbicella annularis,15,0,3,2,3,5,2,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,PAST,Porites astreoides,129,38,3,64,23,4,0,0,3,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,PPOR,Porites porities,1,1,0,0,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,PSTR,Pseudodiploria strigosa,2,1,0,0,0,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,SSID,Siderastrea siderea,82,3,37,9,10,17,6,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,SINT,Stephanocoenia intersepta,10,1,0,4,5,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,PFUR,Porites furcata,30,5,6,13,7,0,0,0,1,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,PDIV,Porites divaricata,19,3,1,7,7,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,AAGA,Agaricia agaricites,53,14,0,23,14,0,0,0,2,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,ATEN,Agaricia tenuifolia,33,1,0,8,11,9,3,1,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,MDEC,Madracis decactis,3,0,0,3,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,OFAV,Orbicella faveolata,1,0,0,0,0,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,OANN,Orbicella annularis,1,0,0,0,0,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,PAST,Porites astreoides,70,13,2,27,22,6,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,SSID,Siderastrea siderea,44,3,27,4,4,5,1,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,SRAD,Siderastrea radians,1,0,0,0,1,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,SINT,Stephanocoenia intersepta,4,0,0,1,2,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,PDIV,Porites divaricata,1,0,0,0,1,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,PFUR,Porites furcata,8,0,6,1,1,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,AAGA,Agaricia agaricites,107,21,0,50,35,2,1,0,2,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ATEN,Agaricia tenuifolia,37,0,2,7,11,10,5,2,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,CNAT,Colpophyllia natans,1,0,0,0,0,0,0,1,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,DSTO,Dichocoenia stokesii,1,0,0,1,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,HCUC,Helioseris cucullata,1,0,0,1,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,MDEC,Madracis decactis,1,1,0,0,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,MCAV,Montrastraea cavernosa,2,0,0,2,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,OFAV,Orbicella faveolata,3,0,0,0,1,1,1,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,OANN,Orbicella annularis,4,0,0,0,2,1,1,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,PAST,Porites astreoides,88,26,1,32,21,5,0,0,3,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,PPOR,Porites porities,1,0,0,1,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,PSTR,Pseudodiploria strigosa,4,0,0,2,2,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,SSID,Siderastrea siderea,64,23,19,6,9,7,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,SINT,Stephanocoenia intersepta,5,3,0,2,0,1,0,0,1,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,PFUR,Porites furcata,27,0,20,4,1,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,PDIV,Porites divaricata,13,3,0,2,4,3,1,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,AAGA,Agaricia agaricites,61,7,0,32,21,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,ATEN,Agaricia tenuifolia,34,0,0,9,13,5,6,1,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,CNAT,Colpophyllia natans,1,0,0,0,0,0,0,1,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,MCAV,Montrastraea cavernosa,2,1,0,1,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,OFAV,Orbicella faveolata,19,0,13,0,2,3,1,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,OANN,Orbicella annularis,4,0,0,0,4,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,PAST,Porites astreoides,53,16,2,19,12,4,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,PPOR,Porites porities,1,0,0,0,1,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,PFUR,Porites furcata,33,0,0,24,7,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,PDIV,Porites divaricata,2,0,0,2,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,PSTR,Pseudodiploria strigosa,2,0,0,2,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,SSID,Siderastrea siderea,39,1,13,10,10,4,1,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,SRAD,Siderastrea radians,4,1,0,3,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,SINT,Stephanocoenia intersepta,4,1,1,0,1,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,15,12,2023,0,ISIN,Isophyllia sinuosa,1,0,0,1,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,AAGA,Agaricia agaricites,46,1,4,31,7,3,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,ATEN,Agaricia tenuifolia,12,0,0,6,5,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,DSTO,Dichocoenia stokesii,3,0,0,2,1,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,DLAB,Diploria labyrinthiformis,1,0,0,0,0,0,1,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,HCUC,Helioseris cucullata,1,0,0,0,1,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,OFAV,Orbicella faveolata,10,0,1,4,2,3,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,OANN,Orbicella annularis,2,0,0,0,0,1,1,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,PAST,Porites astreoides,50,0,0,30,16,3,1,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,PSTR,Pseudodiploria strigosa,1,0,0,0,0,0,1,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,SSID,Siderastrea siderea,54,0,25,20,6,3,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,SINT,Stephanocoenia intersepta,6,0,0,2,2,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,PFUR,Porites furcata,16,0,0,16,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,16,12,2023,0,PDIV,Porites divaricata,9,0,0,9,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,AAGA,Agaricia agaricites,68,3,1,37,22,5,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,ATEN,Agaricia tenuifolia,33,0,0,2,19,7,1,4,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,HCUC,Helioseris cucullata,3,0,2,0,1,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,MCAV,Montrastraea cavernosa,2,0,0,0,1,0,1,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,OFAV,Orbicella faveolata,4,0,0,0,1,1,1,1,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,OFRA,Orbicella franksi,1,0,0,0,0,0,1,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,OANN,Orbicella annularis,8,0,0,0,0,2,6,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,PAST,Porites astreoides,46,13,0,16,11,6,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,PPOR,Porites porities,12,0,0,8,4,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,PSTR,Pseudodiploria strigosa,1,0,0,0,0,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,SSID,Siderastrea siderea,18,2,2,3,5,3,3,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,SRAD,Siderastrea radians,1,0,0,1,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,SINT,Stephanocoenia intersepta,7,2,0,0,5,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,PFUR,Porites furcata,22,0,0,15,7,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,16,12,2023,0,PDIV,Porites divaricata,14,0,0,5,9,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,AAGA,Agaricia agaricites,44,4,0,21,17,1,1,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,ATEN,Agaricia tenuifolia,44,1,0,9,16,2,14,2,a lot,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,MCAV,Montrastraea cavernosa,3,0,0,0,0,3,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,OFAV,Orbicella faveolata,7,0,0,1,1,2,3,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,PAST,Porites astreoides,60,12,0,30,16,2,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,PPOR,Porites porities,9,0,0,7,2,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,PSTR,Pseudodiploria strigosa,2,0,0,1,0,1,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,SSID,Siderastrea siderea,42,2,15,14,7,4,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,SRAD,Siderastrea radians,1,0,1,0,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,PFUR,Porites furcata,9,0,0,6,3,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,16,12,2023,0,PDIV,Porites divaricata,1,1,0,0,0,0,0,0,0,,
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,srad,Siderastrea radians,2,1,0,1,0,0,0,0,0,,
,Leah Harper,,,CBC Central,,,25,5,2022,,aaga,Agaricia agaricites,39,0,1,20,14,4,0,0,,,
,Leah Harper,,,CBC Central,,,25,5,2022,,aten,Agaricia tenuifolia,17,0,1,1,6,7,2,0,,,
,Leah Harper,,,CBC Central,,,25,5,2022,,pstr,Pseudodiploria strigosa,1,0,0,0,1,0,0,0,,,
,Leah Harper,,,CBC Central,,,25,5,2022,,ofav,Orbicella faveolata,0,0,0,0,0,0,0,0,,,
,Leah Harper,,,CBC Central,,,25,5,2022,,mcav,Montrastraea cavernosa,1,0,0,1,0,0,0,0,,,
,Leah Harper,,,CBC Central,,,25,5,2022,,past,Porites astreoides,37,3,1,12,14,6,1,0,,,
,Leah Harper,,,CBC Central,,,25,5,2022,,ppor,Porites porities,19,0,1,6,6,6,0,0,,,
,Leah Harper,,,CBC Central,,,25,5,2022,,ssid,Siderastrea siderea,7,0,0,3,3,1,0,0,,,
,Leah Harper,,,CBC Central,,,25,5,2022,,srad,Siderastrea radians,1,0,0,1,0,0,0,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,aaga,Agaricia agaricites,26,2,5,10,8,1,0,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,aten,Agaricia tenuifolia,12,1,0,2,5,3,1,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,pstr,Pseudodiploria strigosa,4,0,0,0,2,0,2,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,dlab,Diploria labyrinthiformis,2,0,0,0,0,0,2,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,oann,Orbicella annularis,3,0,0,0,2,1,0,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,past,Porites astreoides,34,1,3,7,13,9,1,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,ppor,Porites porities,8,1,0,2,4,1,0,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,ssid,Siderastrea siderea,21,0,2,10,6,3,0,0,,,
,Viviana Bravo,,,CBC Central,,,25,5,2022,,sint,Stephanocoenia intersepta,7,0,1,2,1,3,0,0,,,
,Sarah Gignoux-Wolfsohn,,,CBC Lagoon,,,20,5,2022,,aaga,Agaricia agaricites,8,1,0,3,2,2,0,0,,,
,Sarah Gignoux-Wolfsohn,,,CBC Lagoon,,,20,5,2022,,aten,Agaricia tenuifolia,32,0,1,6,12,9,2,2,,,
,Sarah Gignoux-Wolfsohn,,,CBC Lagoon,,,20,5,2022,,mcav,Montrastraea cavernosa,2,0,0,0,0,1,1,0,,,
,Sarah Gignoux-Wolfsohn,,,CBC Lagoon,,,20,5,2022,,ofav,Orbicella faveolata,4,1,0,0,1,1,0,1,,,
,Sarah Gignoux-Wolfsohn,,,CBC Lagoon,,,20,5,2022,,past,Porites astreoides,9,2,0,5,0,2,0,0,,,
,Sarah Gignoux-Wolfsohn,,,CBC Lagoon,,,20,5,2022,,ppor,Porites porities,6,0,0,4,1,1,0,0,,,
,Sarah Gignoux-Wolfsohn,,,CBC Lagoon,,,20,5,2022,,ssid,Siderastrea siderea,6,0,0,0,2,4,0,0,,,
,Sarah Gignoux-Wolfsohn,,,CBC Lagoon,,,20,5,2022,,sint,Stephanocoenia intersepta,1,0,0,0,0,1,0,0,,,
,Leah Harper,,,CBC Lagoon,,,19,5,2022,,aaga,Agaricia agaricites,46,6,3,23,12,2,0,0,,,
,Leah Harper,,,CBC Lagoon,,,19,5,2022,,aten,Agaricia tenuifolia,53,0,9,16,13,5,8,2,,,
,Leah Harper,,,CBC Lagoon,,,19,5,2022,,dlab,Diploria labyrinthiformis,1,0,0,0,0,1,0,0,,,
,Leah Harper,,,CBC Lagoon,,,19,5,2022,,efas,Eusmilia fastigiata,1,1,0,0,0,0,0,0,,,
,Leah Harper,,,CBC Lagoon,,,19,5,2022,,mcav,Montrastraea cavernosa,2,0,0,0,0,2,0,0,,,
,Leah Harper,,,CBC Lagoon,,,19,5,2022,,past,Porites astreoides,43,12,0,10,20,1,0,0,,,
,Leah Harper,,,CBC Lagoon,,,19,5,2022,,ppor,Porites porities,10,2,0,3,4,1,0,0,,,
,Leah Harper,,,CBC Lagoon,,,19,5,2022,,ssid,Siderastrea siderea,12,0,0,4,6,2,0,0,,,
