Name,Date,SiteName,Habitat,Row,Column,Label,Annotator,Date annotated
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,197,963,Macro,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,162,1126,ANTI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,184,921,ANTI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,288,1790,ANTI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,133,2323,ANTI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,336,1871,ANTI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,393,2403,Tn Tf,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,584,1171,CYAN,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,884,615,Tn Tf,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,529,942,Sand,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,504,1024,CYAN,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,519,2133,Sand,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,729,2900,EUNI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,886,2560,EUNI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1006,283,PSEUGORG,LeahHarper,2022-06-24 20:14:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1007,358,PSEUGORG,LeahHarper,2022-06-24 20:14:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1135,159,PSEUGORG,LeahHarper,2022-06-24 20:14:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,966,217,PSEUGORG,LeahHarper,2022-06-24 20:14:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,990,10,PSEUGORG,LeahHarper,2022-06-24 20:14:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1183,478,Macro,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,919,828,PSEUGORG,LeahHarper,2022-06-24 20:14:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,995,2038,EUNI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,988,1823,Sand,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1031,2154,EUNI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1131,2527,EUNI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1304,2612,EUNI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1686,36,Macro,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1386,251,PSEUGORG,LeahHarper,2022-06-24 20:14:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1684,738,Dicsp,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1367,1625,Macro,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1361,1225,Tn Tf,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1678,2055,Turbin,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1411,2944,ANTI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1998,899,ANTI,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,2114,824,TAPE,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,2164,1449,TAPE,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1953,1538,SSID,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,2125,1919,TAPE,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,2072,2616,TAPE,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;10;measured.JPG,10/10/19,CBC Central,Forereef,1905,2552,Tk Tf,LeahHarper,2022-06-24 19:51:34+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,30,431,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,383,394,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,152,425,Macro,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,441,1141,SSID,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,151,1039,Macro,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,344,669,Macro,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,46,1708,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,239,1575,SSID,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,385,1892,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,117,2457,Macro,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,227,2757,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,612,551,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,727,1048,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,535,1601,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,577,1212,SSID,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,502,1971,PAST,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,888,2745,Sand,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,685,2928,Macro,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1051,427,Macro,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,927,543,Macro,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,943,738,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1294,805,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1271,1077,CLIONI,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1244,1110,CLIONI,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1037,1861,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1201,2808,CYAN,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1795,551,EUNI,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1466,1176,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1515,1748,SSID,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1796,1575,SSID,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1564,2198,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1668,2925,GORGO,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,2145,284,ANTI,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,2065,577,EUNI,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,2118,733,GORGO,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,2155,1706,TAPE,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,2008,2126,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1987,2262,Tn Tf,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,1876,2250,Sand,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;11;measured.JPG,10/10/19,CBC Central,Forereef,2020,2811,TAPE,LeahHarper,2022-06-24 20:03:03+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,283,72,LSUB_RUB,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,56,1438,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,28,2306,Sand,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,29,2231,Tn Tf,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,149,2722,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,518,365,Hal_spp,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,478,80,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,886,642,GVEN,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,520,1072,Tn Tf,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,600,1547,Tk Tf,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,869,1912,Dicsp,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,487,2241,Tk Tf,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,562,2261,GORGO,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,609,2472,Sand,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1330,175,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,940,462,EUNI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,953,905,CLIONI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1083,742,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1029,675,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1148,750,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1176,1637,ATEN,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,990,1410,ATEN,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1223,1396,ATEN,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1246,2120,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1077,2613,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1455,6,Sand,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1510,166,Tn Tf,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1712,572,Tk Tf,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1592,1104,Hal_spp,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1694,2371,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1589,2544,Tk Tf,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1671,2754,ANTI,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,2013,536,TAPE,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1994,229,Tk Tf,LeahHarper,2022-06-24 20:13:35+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,2129,608,Macro,LeahHarper,2022-06-24 20:13:34+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1873,678,Macro,LeahHarper,2022-06-24 20:13:34+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1920,2317,ANTI,LeahHarper,2022-06-24 20:13:34+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1923,2613,Tn Tf,LeahHarper,2022-06-24 20:13:34+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,2204,2706,ANTI,LeahHarper,2022-06-24 20:13:34+00:00
Belize;2019;CBC 30 C;12;measured.JPG,10/10/19,CBC Central,Forereef,1878,2694,ANTI,LeahHarper,2022-06-24 20:13:34+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,145,1165,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,395,1177,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,101,1483,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,268,2000,Macro,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,477,483,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,744,1046,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,844,1272,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,460,1767,PAST,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,459,2944,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,718,2629,Sand,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,990,18,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,946,848,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,913,795,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,914,1033,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1027,614,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1169,1568,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1051,1778,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1216,1726,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,938,1836,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1046,2148,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1306,1861,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1096,2594,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1364,590,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1585,506,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1695,350,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1509,177,PAST,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1683,734,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1489,1024,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1622,1454,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1645,1619,Macro,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1724,2530,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1739,2460,Sand,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,2021,596,Sand,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1857,143,Sand,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1849,484,Sand,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1966,984,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1954,731,Sand,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,2007,1323,ANTI,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,2058,1651,TAPE,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;14;measured.JPG,10/10/19,CBC Central,Forereef,1953,1774,Tn Tf,LeahHarper,2022-06-24 20:19:42+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,56,199,GORGO,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,119,236,Tn Tf,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,60,106,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,172,232,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,251,658,ATEN,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,135,928,ATEN,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,130,948,ATEN,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,349,2186,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,152,2764,Tk Tf,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,224,2826,Tk Tf,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,762,41,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,715,1627,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,857,1822,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,508,1986,Tk Tf,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1317,62,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1058,540,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1200,305,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1088,857,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1068,752,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1174,1024,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1242,1523,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1241,1249,ANTI,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,1068,1767,Tn Tf,LeahHarper,2022-06-24 20:23:08+00:00
Belize;2019;CBC 30 C;16;measured.JPG,10/10/19,CBC Central,Forereef,930,2033,Tn Tf,LeahHarper,2022-06-24 20:23:08+00:00
